,Extraction_date,Marketplace,Reference,Status,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
1889,2018-07-16T12:44:52,Tunisie-annonce TN,2768974,L,Al un bureau au berge du lac1,"Tunisie,Tunis,La Marsa,Berge Du Lac",130,m²,,,1550.0,"a louer un bureau au berge du lac1 dans une résidence bien sécurisé au 2éme étage pour une superficie de 130m² et qui se compose de trois pièces, deux salles d’eaux et kitchenette.   le bureau est équipé de chauffage et climatisation central avec alarme.  prix 1550dt htva/mois loyer et 150dt/mois syndic y compris une place de parking.  tel : 53 540 819 ( agence  idéal immobilier ).",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2768974
1903,2018-07-16T12:44:26,Tunisie-annonce TN,2800353,L,Une villa tres haut standing a gammarth ref vl608,"Tunisie,Tunis,La Marsa,Gammart",,m²,,,6500.0,"la croisette agence immobilière à la marsa vous propose ref vl608 à louer une agréable villa s+3  très haut standing sise à gammarth avec une belle piscine à débordement, un jardin qui fait le tour de la maison, et un garage    le rez- de-chaussée comprend un salon qui se fond avec le séjour le tout donne sur la piscine et le jardin, une cuisine moderne et entièrement équipée qui donne sur une verrière extérieure, une salle d’eau invités, une grande suite parentale avec sa salle de bain privative et deux suites junior.  toutes les chambres ont un accès au jardin.    au rez de jardin on trouve un garage, une chambre de gardien, une chambre de service avec salle d’eau et douche, un débarras et une buanderie    la battisse est équipée de chauffage central et climatiseurs dans toutes les pièces.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2800353
1910,2018-07-16T12:44:00,Tunisie-annonce TN,2786327,L,Un duplex sis a sidi bou said ref al2950,"Tunisie,Tunis,Carthage,Sidi Bousaid",1,m²,,,2400.0,"la croisette immobilière met à la location un duplex s+3 indépendant au rdc sis à sidi bou said.  le rez-de-chaussée est composé d’un salon, une cuisine équipée, une chambre à coucher,une salle de douche et une grande terrasse.  le premier étage est composée de deux chambres à coucher avec une salle de bain.  le duplex est doté d’une climatisation.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2786327
1914,2018-07-16T12:43:49,Tunisie-annonce TN,778519,L,Belle villa avec piscine,"Tunisie,Sousse,Hammam Sousse,El Kantaoui",1200,m²,,,4000.0,"bâtie sur un terrain de 1200m² ,900m² couverts répartis en 3 niveaux   rez de jardin ,rdc ,étage ,de style américain villa haut-standing   mise à la location ,situé à la cité narjess el kantaoui à h-sousse   villa comprenant au rez de jardin ,trés grande cuisine agencée et bien équipée,grand sellier ,salle d'eau, grand salon, salle à manger .  au rdc  ,1 suite pour invités ,grand salon avec bée-vitrée et salle à  manger donnant sur une terrasse et la piscine ,salle d'eau .  à l'étage 3 suites, 1 ch ,salle de bain , dépendences éxtérieures,  piscine ,jardin tout autour,garage ,entrée de voitures,chauffage central,et climatisation .prix demandé 4000dt/mois .  infos et visite contactez svp l'immobilière du lac à h-sousse au   00 216 73 370 942.où 00 216 99 904 113.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=778519
1924,2018-07-16T12:43:25,Tunisie-annonce TN,2829539,L,Étage de villa hs,"Tunisie,Manouba,Mannouba,La Mannouba",120,m²,,,700.0,"votre agence dream house manouba propose deux étage hs ( 1er étage + 2éme étage ) à manouba, cité calme et résidentiel, prés de tt commodités, 150 m², chaque étage est composé de :    grand salon + 3 chambres à coucher dont 2 avec placard + cuisine équipée ( 2éme étage) avec séchoir + sdb + salle d'eau + balcon + chauffage central + gaz de ville + interphone + système de sécurité isolation sonore et thermique    loyer mensuel : 700 dt / mois    n'hésitez pas de nous contactez:    20 dt frais de visite et 5% commission du logement annuelle    tel :52344101 / 93021179 / 70605867    adresse : avenue l'uma manouba centre",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2829539
1930,2018-07-16T12:42:50,Tunisie-annonce TN,2831870,L,Maisonette a cote de la plage,"Tunisie,Tunis,La Goulette,Kheireddine",60,m²,,,400.0,petite maisonnette pres de la plage location hedomadaire,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831870
1935,2018-07-16T12:42:35,Tunisie-annonce TN,2831868,L,Local commercial ou magasin ou depot,"Tunisie,Sfax,Sakiet Eddaier,Sakiet Eddaier",100,m²,,,700.0,"magasin ou depot ou usine a louer , avenue lycee sadak feki a 60 metres de la route principale kassas bou ali (3 eme position) , surface 100 m2 , peut se diviser sur 4 magasins , 4 portes rideaux motorises .",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831868
1950,2018-07-16T12:41:47,Tunisie-annonce TN,2786353,L,Un open space a usage bureautique ref lc031,"Tunisie,Tunis,La Marsa,Berge Du Lac",270,m²,,,250.0,la croisette agence immobilière à la marsa vous propose ref lc031 à louer un rez-de-chaussée open-space de 270m² à usage bureautique sis au lac 2.  il bénéficie d'un block sanitaire et de deux places parking.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2786353
1966,2018-07-16T12:41:07,Tunisie-annonce TN,2785033,L,Lumineuse et agréable villa s plus4 avec jardin,"Tunisie,Ariana,Ariana Ville,El Menzah 6",650,m²,,,2500.0,"agence clic immo   met à votre disposition la location d'une lumineuse et agréable villa rénovée disposant d'un jardin,un garage et un abri pour 3 voitures.    au rez-de-chaussée : un salon , une salle à manger, une salle d’eau invités, une cuisine équipée et une chambre.  a l’étage : une suite parentale, deux chambres qui partagent une salle de bain et une terrasse.    la villa est dotée de 5 climatiseurs split,chauffage central et un système d’alarme.    honoraires de l'agence : 5% du loyer annuel.     pour de plus amples renseignements, n'hésitez pas à nous contacter au 29.427.737 / 29.427.222.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2785033
1984,2018-07-16T12:40:13,Tunisie-annonce TN,2802508,L,Standing  villa  a  sidi bou said,"Tunisie,Tunis,Carthage,Sidi Bousaid",300,m²,,,3000.0,"loue une standing villa  au  cœur  de  sidi  bou said , avec  une  spacieuse  jardin , dans  un  emplacement   calme  et  sécurisé , location  pour l'année  , loyer : 3000 d / mois  , tél : 29  318  386",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2802508
1990,2018-07-16T12:39:56,Tunisie-annonce TN,2815348,L,Standing  villa a  sidi  bou  said,"Tunisie,Tunis,Carthage,Sidi Bousaid",300,m²,,,3000.0,"loue  une  superbe  spacieuse  villa  grande  salon  salle  a  mangé  , une  suite parentale , trois  chambres (3) a couché ,  au  cœur de  ville  sidi  bou  said , avec  une  spacieuse  jardin , entré pour trois (3)  voitures , dans un emplacement  idéal  calme  est  sécurisé , libre  de  suite , la location pour l'années ,  loyer : 3000  md / mois légèrement  négociable ,   tel :  29  318 386   ou   98  318 386",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815348
1991,2018-07-16T12:39:51,Tunisie-annonce TN,2825342,L,Etage proche rené descartes,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",140,m²,,,1050.0,agence le point immobilier met à louer un étage de villa s+3 proche école rené descartes à ennasr 2.  salon avec balcon  cuisine aménagée et séchoir  suite parentale  2 chambres avec placards  salle de bain  garage  chauffage central,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2825342
1993,2018-07-16T12:39:45,Tunisie-annonce TN,2782097,L,Open space au rdc 440 m alain savary,"Tunisie,Tunis,Cite El Khadra,Cite Jardins",440,m²,,,5000.0,cet espace de travail se situe dans un immeuble privatif de trois étages. il bénéficie d’une bonne visibilité grâce à son emplacement stratégique dans une zone d'affaires à forte concentration de bureaux et de commerces.     il est composé d'un open space et une salle d’eau. ces multiples baies vitrées lui assure une bonne luminosité et aération.     loyer: 5000 ht,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2782097
1995,2018-07-16T12:39:42,Tunisie-annonce TN,2411054,L,Des locaux commerciaux al1812,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",180,m²,,,6000.0,la croisette:agence immobilière à la marsa vous propose  al1812  a louer un local commercial situé au rez de chaussée d'une agréable résidence aux jardins de carthage.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2411054
2001,2018-07-16T12:39:27,Tunisie-annonce TN,2794256,L,Gérance libre d'un hammam,"Tunisie,Ariana,Ariana Ville,Borj El Baccouche",300,m²,,,5000.0,un hammam avec spa et un centre de beauté aménagé et équipé qui sont situé dans un cartier résidentiel et animé,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2794256
2008,2018-07-16T12:39:07,Tunisie-annonce TN,2803141,L,S plus 3 hs,"Tunisie,Manouba,Mannouba,La Mannouba",160,m²,,,650.0,"votre agence immobilière dream house manouba vous propose un étage de villa hs, spacieux, à manouba . composé de :   un grand salon + 3 chambres à coucher dont deux avec placard + sdb + salle d'eau + chauffage central + 2 climatiseurs  loyer mensuel : 650 dt / mois  n'hésitez pas de nous contactez:   tel :52344101 / 93021179 / 70605867  20 dt frais de visite et 5% commission du logement annuelle   adresse : avenue l'uma manouba centre",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2803141
2012,2018-07-16T12:38:57,Tunisie-annonce TN,2786352,L,Une très belle villa ref vl901,"Tunisie,Tunis,Carthage,Carthage",,m²,,,5000.0,"la croisette agence immobiliere la marsa vous propose ref vl901 à louer une très belle villa s+3 plain pied sise à carthage.  elle est composée de trois chambres à coucher, une salle de bain, une salle de douche, une cuisine équipée et moderne, une piscine, un jardin et une terrasse.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2786352
2016,2018-07-16T12:38:43,Tunisie-annonce TN,2803296,L,Un immeuble au kram,"Tunisie,Tunis,El Kram,Le Kram",1,m²,,,20000.0,"la croisette immobilière vous propose  ref:lcz134  a louer au kram dans la zone industrielle un immeuble r+2 , la location se fait par bloc(2000m²) ou sur la totalité du bâtiment qui fait 4000m² , il est équipé en électricité, ligne téléphonique, eau et gaz, et muni de double ascenseur et  de deux loges de gardien ainsi que  deux entrée parking sous sol.  *location 120dt/m² à l'état actuel.  *location 135dt/m² y compris cloisonnement+climatisation",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2803296
2018,2018-07-16T12:38:37,Tunisie-annonce TN,2707344,L,Etage de villa,"Tunisie,Ben arous,El Mourouj,El Mourouj",150,m²,,,470.0,etage de villa   s+3  mourouj6,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2707344
2023,2018-07-16T12:38:26,Tunisie-annonce TN,2717748,L,Un café avec fond de commerce ref lc 018,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",1,m²,,,2100.0,"la croisette immobilière vous propose:  ref:lc018  a vendre un fond de commerce d'un café à l'aouina( 350000 dt )sur la route principale, pas loin du kiosque agil de 320 m².",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2717748
2044,2018-07-16T12:37:43,Tunisie-annonce TN,2595749,L,Maison plage dar allouche 900,"Tunisie,Nabeul,Kelibia,Dar Allouche",120,m²,,,900.0,"sté bn ammar met en location d'été une maison  (s+2 ), à plage dar allouche ,  kélibia , 2ème degré sur la plage , équipé de toutes les instructions nécessaires .. prix : 900 dt /semaine . pour plus de renseignements contacter : 21 680 406 - 98 512 755",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2595749
2063,2018-07-16T12:36:59,Tunisie-annonce TN,2713282,L,Un local à ain zaghouan wahat,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",1,m²,,,3000.0,"la croisette immobilière vous propose  ref:lc008  a louer un local en gérance libre à ain zaghouan avenue walid ibn jazar d’une superficie de 300 m² bien aménage pour tous commerces, possibilité de vendre le fond à 250,000 dt (le loyer: 3000 dt).  le loyer en gérance libre: 8000 dt.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2713282
2071,2018-07-16T12:36:42,Tunisie-annonce TN,2798222,L,1er étage de villa à nouvelle medina,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina",,m²,,,490.0,agence immo met en location un étage de villa (1er étage) pour couple ou jeune mariée fonctionnaire située à nouvelle medina dans un quartier chic et calme proche de toute commodités se compose de 1 spacieux salon+salle à manger+2 chambre à coucher+cuisine équipée avec séchoire + salle de bain  entée indépendnate  gaz de ville + chauffe bain  abri voiture  grand dressing  contacter:29 799 366,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2798222
2196,2018-07-16T12:29:31,Tunisie-annonce TN,2830872,L,Villa s4 à cité el khalil,"Tunisie,Tunis,La Marsa,Cite El Khalil",500,m²,,,2500.0,"#immoland    emplacement : cité el khalil la marsa.    superficie du terrain : 500 m²    superficie bâtit : 300 m²    typologie : s+4    composition : 2 niveaux :    **rez de chaussée :    salon.    séjour.    cuisine équipée de hotte, plaque et four.    salle d'eau invitée.    **etage :    trois chambres à coucher avec dressing.    salle de bain.    suite parentale avec terrasse.    chauffage central    climatisation : split-système    jardin.    garage.    prix : 2500 dinars /mois    les visites sont gratuites.    #réf : ma 07/17    pour plus d'informations, veuillez contacter le 28148988.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2830872
2245,2018-07-16T12:26:22,Tunisie-annonce TN,2830867,L,Duplex s3 à cité el khalil,"Tunisie,Tunis,La Marsa,Cite El Khalil",190,m²,,,1500.0,"#immoland    emplacement : cité el khalil, la marsa    etat : vide.    typologie : s+3    composition : 2 niveaux    ** rez de chaussée :    salon    cuisine équipée de hotte et plaque.    salle à manger.    salle d'eau invités.    **etage :    trois chambres à coucher dont une avec dressing.    salle de bain.    chauffage central.    climatisation : split-système.    terrasse.    entrée indépendante.    prix : 1 500 dinars / mois    les visites sont gratuites.    #réf : ma 90/18    pour plus d'informations, veuillez contacter le 28 148 988.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2830867
2292,2018-07-16T12:22:45,Tunisie-annonce TN,2751654,L,Usage bureautique,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina",80,m²,,,550.0,"à louer un local de 80m² sise à la nouvelle medina 2,ce dernier est composé de deux parties séparé par une porte en aluminium ,avec une salle d'eau , une kitchinette avec gaz du ville,une mezzanine pour stockage et un espace de rangement libre.  un climatiseur est déjà installé.  20 ans d'activité commerciale  type de location demandée :  **studio (habitat pour couple)  **depot (stockage)   ** secteur prive : kinésithérapeutes ,médecins,dentistes,avocats,comptables,ingénieurs .....)  vous êtes les bienvenus à tout moment.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2751654
2321,2018-07-16T12:21:15,Tunisie-annonce TN,2417006,L,Bâtiments industriels,"Tunisie,Nabeul,Soliman,Cite Nouvelle",2000,m²,,,13333.0,"a louer des bâtiments industriels à la zone industrielle de soliman, sur une surface de 2000m². les bâtiments sont de 9m de haut, avec un système d'aération spécial.  loyer : 80d net/m²/an  pour plus de renseignements appelez le 52 37 45 36",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2417006
2332,2018-07-16T12:20:36,Tunisie-annonce TN,2813412,L,Une villa au lac1 ref vlz878,"Tunisie,Tunis,La Marsa,Berge Du Lac",500,m²,,,5000.0,"la croisette immobilière vous propose :  ref:vlz878  a louer une villa sur deux niveaux dans un quartier calme composé comme suit : contient: grand un salon, un séjour,une cuisine ,deux salles de bain, une salle d’eau et douche , une suite parentale et deux chambres à coucher .  la villa dispose d’un jardin et une entré de voiture au sous sol. loyer : 5000 dt par mois et 2 mois de caution",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2813412
2334,2018-07-16T12:20:32,Tunisie-annonce TN,2831929,L,L villa 2 niveaux à mutuelleville,"Tunisie,Tunis,El Menzah,Mutuelle Ville",450,m²,,,1800.0,"on met à la location villa jumelée sur 2 niveaux à mutuelleville dans un quartier residentiel composée de salon, salle a manger , 3 chambres , cuisine équipée , salle de bain, salle d'eau douche , chauffage centrale , clims , abri voitures , jardin .loyer :1800 dinars par mois contactez agence bsi sur le 20218778 ou le 71949172",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831929
2337,2018-07-16T12:20:24,Tunisie-annonce TN,2804739,L,Villa de maitre à la soukra,"Tunisie,Ariana,La Soukra,La Soukra",1500,m²,,,9000.0,"a louer une villa de maitre à la soukra , à coté du parc , richement meublée , sur deux niveaux, composée :    au rez de chaussée : d'un salon, un séjour, une salle à manger , un bureau , une salle de douche et deux cuisine équipées    a l'étage : un hall , une suite parentale ( chambre avec un grand dressing et une salle de bain ) , deux chambres à coucher avec un grand dressing et une salle de bain    beau jardin avec deux piscines et un garage    la villa est équipée d'une climatisation et du chauffage central    prix de loyer : 9000    possible de l'avoir vide a 6000 dt/mois    pour plus d’information veuillez contactez l'agence sur le 22914366",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2804739
2340,2018-07-16T12:20:16,Tunisie-annonce TN,2828340,L,Villa de charme à la marsa les pins,"Tunisie,Tunis,La Marsa,Marsa Safsaf",345,m²,,,2500.0,"a louer  une belle villa à la marsa les pins , sur trois niveaux, située dans un quartier résidentiel , composée :    au rez de chaussée : salon, séjour et une cuisine équipée     1 ère 'étage : quatre chambres à coucher avec deux salles de bain     2ème étage : une suite parental avec une salle de bain et un dressing     beau jardin avec un garage    la villa est équipée d'une climatisation et du chauffage central",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2828340
2366,2018-07-16T12:18:44,Tunisie-annonce TN,2791053,L,Local commercial,"Tunisie,Ben arous,Nouvelle Medina,Nouvelle Medina",40,m²,,,220.0,agence immo met en location un local commercial de 40m2 située à nouvelle medina convient pour tout type de commerce   pour plus d'information contacter:29 799 366,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2791053
2386,2018-07-16T12:17:42,Tunisie-annonce TN,2721229,L,Duplex s2 aux jardins du lac 2,"Tunisie,Tunis,La Marsa,Berge Du Lac",200,m²,,,1350.0,"re/max good life vous propose à la location un duplexe en s2 situé dans une résidence sécurisée à proximité des ambassades (états-unis, canada et la suisse) et de toutes les commodités nécessaires tout en étant isolé du mouvement urbain, vous apprécierez ses deux terrasses, sa luminosité, son aération et le cadre vert de la résidence. ce duplex offre également un accès indépendant depuis la terrasse arrière de la cuisine et une place de parking au sous-sol ainsi qu'un grand espace de rangement.   pour toute autre information ou visite, veuillez contacter votre conseiller en immobilier hamza khelil au 29 92 40 43",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2721229
2414,2018-07-16T12:16:13,Tunisie-annonce TN,2778958,L,Belle villa menzah 9 c,"Tunisie,Tunis,El Menzah,El Menzah 9",400,m²,,,1500.0,à louer une belle villa à el menzah 9 c   sur deux niveaux ( un grand salon + 2 cuisine + 3 chambres à coucher + suite parentale +2 salle de bain + toilette )+ jardin + terrasse   climatisée et chauffée      prix 1500 dt / mois    pour plus d informations ou pour prise de rendez vous contacter :    i t n - s e r v i m o b   tel :+216 28 191 090 +216 97 680 467,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2778958
2438,2018-07-16T12:15:00,Tunisie-annonce TN,2485379,L,Réf 5055 belle villa meublée à boukhriss,"Tunisie,Bizerte,Bizerte Nord,Bizerte",200,m²,,,350.0,"réf 5055 a louer une belle villa de 3 niveaux richement meublée et indépendante sis à boukhriss bizerte ,composée de : 2 grand salons . 4 chambres a coucher ,salle a manger,2 cuisines, 2 salles de bain,un grand jardin , abri du voiture et une grande terrasse .  loyer 350 dt / jour   pour plus de renseignements,veuillez nous contacter sur le  29 276 849",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2485379
2446,2018-07-16T12:14:43,Tunisie-annonce TN,2675711,L,Bureau 100 m2 haut standing,"Tunisie,Ben arous,Megrine,Saint Gobin",100,m²,,,1200.0,"au mégrine business center  sur z4 megrine   bureaux composé de 3 bureaux 3iem étage neuf  climatisation par bureau  toilettes  kitchinet  sol en marbre  réseau informatique  jardin intérieur   3 ascenseurs  80 places de parking disponible en face  au rdc banque, sel service, show room",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2675711
2462,2018-07-16T12:14:14,Tunisie-annonce TN,2831951,L,Al rez de chaussèe   entree independante,"Tunisie,Tunis,La Marsa,Cite El Moustakbel (La Marsa)",300,m²,,,2000.0,"la marsa : cite el marah   a louer beau , rez de chaussée meuble avec entrée indépendante   compose de : salon , salle a manger , 3 chambres a coucher y compris suite , 2 salle douches , grande cuisine équipée , dressing , climatiseur , chauffage central, abri voiture , grande terrasse .  superficie : 300 m²  prix : 1200 dt longue durée   2000 dt période estival   pour plus d informations contactez l agence tunital immobilière 21021309/71983000",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831951
2492,2018-07-16T12:13:09,Tunisie-annonce TN,2765185,L,Bureau en plein centre ville sfax,"Tunisie,Sfax,Sfax Ville,Sfax",60,m²,,,650.0,"a louer local à usage de bureau ou de magasin, ou de local commercial, situé à côté du collège ali belhouhene.  le local fait l’angle de la rue aziza othmana et la rue mohamed elleuch (parallèle à l'avenue 18 janvier). il a une superficie de 40m² et équipé en plus d’une mezzanine d’une superficie 20m2.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2765185
2505,2018-07-16T12:12:41,Tunisie-annonce TN,2579890,L,Une maison à sidi bou said ref vl681,"Tunisie,Tunis,Carthage,Sidi Bousaid",1,m²,,,2500.0,"la croisette immobiliére vous propose   ref:vl681  a louer une maison richement meublé sur la route principale de sidi bousaid ,composé de:  un grand salon , 3 chambres à coucher avec dressing , 2 salles de douche ,une cuisine equipée et une grande terrasse avec une vue panoramique .",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2579890
2509,2018-07-16T12:12:34,Tunisie-annonce TN,2804232,L,Pour tt commerce,"Tunisie,Manouba,Mannouba,La Mannouba",40,m²,,,950.0,"votre agence immobilière dream house manouba vous propose un local commercial de 40 m², à manouba prés de tt commodités, zone animée, il convient pour tt type de commerce sauf ( café, salon de thé )   composé de s + 1 + salle d'eau  loyer mensuel : 950 dt légèrement négociable  n'hésitez pas de nous contactez:   tel :52344101 / 93021179 / 70605867  20 dt frais de visite et 5% commission du logement annuelle   adresse : avenue l'uma manouba centre",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2804232
2523,2018-07-16T12:12:03,Tunisie-annonce TN,2830209,L,Duplex avec jardin la marsa,"Tunisie,Tunis,La Marsa,Cite Erriadh",1,m²,,,1500.0,"a louer un duplex en s+4, proche de toutes les commodités à la marsa erriadh.    il est composé, au rez-de-chaussée, d'un lumineux salon donnant sur un spacieux et joli jardin    salle à manger, une salle d'eau invités et une cuisine équipée.    a l'étage se trouvent trois chambres à coucher et une salle de bain commune avec jaccuzzi.    un abri de voiture via une porte électrique    le duplex est chauffé et climatisé et équipé d'alarme.    prix : 1500 dt    merci d'appeler le 29 330 331",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2830209
2525,2018-07-16T12:11:58,Tunisie-annonce TN,2779505,L,Bureau tout neuf,"Tunisie,Tunis,La Marsa,Berge Du Lac",210,m²,,,3325.0,superficie 210m2  prix du metre carré 190dt ht avec double ascenseur et parking 5et,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2779505
2532,2018-07-16T12:11:42,Tunisie-annonce TN,2808540,L,Maison 1ere main,"Tunisie,Ariana,Raoued,Cite Ennour Jaafar",104,m²,,,420.0,"maison s+2 nouvellement construite, jamais habitée à résidence bochra au village nour jaafar, gaz de ville installé et bien protégée par des portes et des fenêtres en fer forgé.   proche de faculté esprit, université sesame et time université et à deux minutes du terminus des stations de bus 527 / 35 et pas loin du pole technologique d'el ghazela .",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808540
2556,2018-07-16T12:10:45,Tunisie-annonce TN,2804825,L,Jolie villa plein pied à la marsa,"Tunisie,Tunis,La Marsa,Marsa Safsaf",1,m²,,,1700.0,"a louer une belle villa à la marsa , plein pied , située dans un quartier résidentiel , composée :    d'un salon, une salle à manger , trois chambres à coucher , deux salles de bain et une cuisine équipée    jardin et un abri pour la voiture    la villa est équipée d'une climatisation et du chauffage central    pour plus d'information veuillez contactez l'agence sur le 22914366    loyer : 1700 dt/mois",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2804825
2573,2018-07-16T12:10:15,Tunisie-annonce TN,2796686,L,Belle villa,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",500,m²,,,3700.0,une villa  2 niveaux avec piscine de ths a louer  aux jardin de carthage .  pour plus d'info veuillez  contacter ag sur 50522755 ou 58162776.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2796686
2644,2018-07-16T12:07:38,Tunisie-annonce TN,2800967,L,Un duplex neuf avec jardin aux jardins de carthage,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",1,m²,,,3500.0,"a louer un duplex neuf avec jardin aux jardins de carthage. la partie jour comprend un grand et lumineux salon, salle à manger, une salle d'eau invités, et une grande cuisine équipée et aménagée. l'étage comprend une suite parentale avec sa propre salle de bain, deux chambres à coucher, et une salle de bain.  le duplex est doté par des dressing, chauffage central et climatisation.   loyer : 3500d  tél : 20 945 585",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2800967
2653,2018-07-16T12:07:16,Tunisie-annonce TN,2818321,L,Un cente à cité les palmeraies,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",420,m²,,,3800.0,"ref: lcz140   a louer un local moderne à ain zaghouan  avec  son matériels ,d'esthétique ,coiffure et hammam .   possibilité de vente de fond de commerce est à 240000",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818321
2658,2018-07-16T12:07:01,Tunisie-annonce TN,2826808,L,Un dépôt de 450m2 à dar fadhal,"Tunisie,Ariana,La Soukra,Dar Fadhal",450,m²,,,1700.0,on met en location un dépôt de 450m2 au rez-de-chaussée à rue de l'aéroport dar fadhal la soukra ariana avec un hauteur de 4.5 m le dépôt est approprié pour toute activité.    pour plus d’informations veuillez nous contacter sur :    53 004 174  26 004 174,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2826808
2661,2018-07-16T12:06:52,Tunisie-annonce TN,2818128,L,Spacieux duplexe à sahloul,"Tunisie,Sousse,Sousse Jaouhara,Sahloul",140,m²,,,1300.0,"spacieux duplexe totalement indépendant composé de 4chambre a coucher , salon ,salle d eau , cuisine ,garage et petit coin jardin  . info contact 55932123",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2818128
2665,2018-07-16T12:06:39,Tunisie-annonce TN,2809143,L,Une villa neuve avec jardin ref vl916,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",,m²,,,4000.0,"la croisette agence immobilière à la marsa vous propose ref vl916 à louer une villa neuve avec jardin et entrée pour deux voitures à coté de l'école internationale sise aux jardins de carthage.  elle est composé d'un grand salon, une salle d'eau et d'une cuisine équipée.  a l'étage, on trouve une suite parentale, deux chambres à coucher avec dressing.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2809143
