,Extraction_date,Marketplace,Reference,Category,Name,Address,Size,Size_prefix,Nbr_of_rooms,Nbr_of_baths,Price,Description,URL
1529,2018-07-16T12:58:07,Tunisie-annonce TN,2698549,Appartement,Un appartement meuble  ref al2766,"Tunisie,Tunis,Ain Zaghouan,Jardins de Carthage",1,m²,2.0,,1200.0,"la croisette agence immobilière à la marsa vous propose:    ref al2766  a louer un appartement meublé aux jardins de carthage dans une belle résidence r+3 composé d’un joli salon avec balcon, d'une chambre à coucher, d'une salle de bain, d'une cuisine bien équipée avec un séchoir.  l’appartement est chauffé et climatisé, il dispose aussi d’une place de parking au sous sol.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2698549
1532,2018-07-16T12:57:59,Tunisie-annonce TN,2734251,Appartement,Appart 3 p,"Tunisie,Ariana,Raoued,Ariana Essoughra",300,m²,3.0,,500.0,"a louer un étage de villa prés d'ariana essoghra et pas loin de foyer babel pour jeune couple ou petite famille composer de 3 chambres, salon, cuisine et salle de bain équiper de chauffe bain, gaz de ville et richou à gaz fixe   pour plus d'info contacter 98 519 449",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2734251
1535,2018-07-16T12:57:53,Tunisie-annonce TN,2777851,Appartement,Un bel appartement meublé à la marsa ref alz3105,"Tunisie,Tunis,La Marsa,Cite El Hana",1,m²,3.0,,1600.0,"a louer un appartement s+2 meublé au 1er étage dans une résidence r+3 avec ascenseur à la marsa début route du relais.  il est composé d'un salon, séjour avec balcon, cuisine équipée, séchoir, salle de bain, deux chambres à coucher.   l'appartement est équipé d'un chauffage central et climatiseurs dans toutes les pièces, il dispose aussi d'une place de parking au sous sol.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2777851
1536,2018-07-16T12:57:48,Tunisie-annonce TN,2769674,Appartement,Appt s plus 3 haut st a ennasr2,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",140,m²,4.0,,900.0,"a  louer un très beau appartement s+3 dans une belle résidence située à cité ennaser ll   l'appartement se compose d'un salon, trois chambres à coucher avec des dressing , salle de bain , cuisine avec séchoir équipée de rangements et salle d'eau   place de parking au sous -sol.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2769674
1537,2018-07-16T12:57:43,Tunisie-annonce TN,2727282,Appartement,Un étage de villa meublé à la marsa,"Tunisie,Tunis,La Marsa,Marsa Ennassim",1,m²,4.0,,2200.0,"la croisette immobilière vous propose  ref:al1397  a louer un étage de villa meublé dans un quartier calme et proche de toutes les commodités à la marsa.  l’étage comprend un salon, un séjour, une salle à manger, une cuisine et une salle de douche complétant la partie jour. la partie nuit composée de trois chambres à coucher partageant une salle de bain  il bénéficie d’un air chauffé et climatisé, il dispose également d’une terrasse et un garage",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2727282
1538,2018-07-16T12:57:40,Tunisie-annonce TN,2804866,Appartement,Joli appartement à la marsa sidi daoued,"Tunisie,Tunis,La Marsa,Marsa Safsaf",1,m²,4.0,,2500.0,"a louer un joli appartement à la marsa , situé dans une résidence gardée et équipée avec un ascenseur , composée :    d'un salon équipée avec une porte fenêtre coulissante donnant sr une terrasse , salle à manger , quatre chambres à coucher équipée avec des dressings , deux salles de bain et une cuisine bien équipée    l'appartement est équipé d'une climatisation et du chauffage central    deux places de parking avec un cellier    loyer : 2500 dt/mois    pour plus d'information veuillez contactez l'agence sur le 22914366",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2804866
1539,2018-07-16T12:57:31,Tunisie-annonce TN,2495603,Appartement,Rue de la république 123,"Tunisie,Ben arous,Hammam Lif,Hammam Lif",60,m²,2.0,,330.0,"cet appartement se situe au coeur de hammam lif,prés du théatre,il est composé de 2 piéces,sanitaire,et cuisine,bonne orientation.tél:29249749 je propose aussi à la même adresse au rez de chaussé des appartements de 80 m2 à 250d",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2495603
1542,2018-07-16T12:57:25,Tunisie-annonce TN,2819613,Maison,Un spacieux local à ain zaghoun ref lcz141,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",215,m²,,,4500.0,la croisette immobilière vous propose :   ref : lcz141   a louer un spacieux local sur deux niveau de 215m² à ain zaghouan nord coté nestlé.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2819613
1543,2018-07-16T12:57:25,Tunisie-annonce TN,2495617,Appartement,Au centre ville,"Tunisie,Tunis,La Marsa,Cite Bhar Lazreg",85,m²,3.0,,1100.0,"cette demeure se situe à 4mn de la plage,prés de toute commodité c'est un étage de villa refait à neuf se compose de 3 chambres,sanitaire et cuisine ,gaz de ville et chauffage,propre et avec une bonne orientation.tél;29249749 je propose à la même adresse des s+2 à 900d et 1000d",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2495617
1546,2018-07-16T12:57:16,Tunisie-annonce TN,2491084,Appartement,Un rdc de villa meublé à sidi bou said ref al2070,"Tunisie,Tunis,Carthage,Sidi Bousaid",1,m²,3.0,,1400.0,"la croisette agence immobilière à la marsa vous propose:  ref: al2070  a louer un rdc de villa meublé à sidi bou said dans un quartier calme et sécurisé composé d’un spacieux salon, deux chambres à coucher avec placards, une salle d’eau, une salle de bain et cuisine avec une grande terrasse.  le rdc dispose d’un climatiseur chaud et froid.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2491084
1548,2018-07-16T12:57:12,Tunisie-annonce TN,2727609,Appartement,Appartement meublé à la marsa,"Tunisie,Tunis,La Marsa,Marsa Safsaf",130,m²,3.0,,2200.0,"a louer un joli appartement richement meublé à la marsa, situé dans une résidence ,composé :    d'un salon, une salle à manger , trois chambres à coucher , une cuisine équipée , une salle de douche et une salle d'eau     l'appartement est équipé d'une climatisation et du chauffage central",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2727609
1549,2018-07-16T12:57:08,Tunisie-annonce TN,2831750,Appartement,Grand studio vide,"Tunisie,Ariana,Ariana Ville,Cite Ennasr 2",60,m²,2.0,,660.0,"particulier (à particulier) loue un grand studio vide composé   d'un grand salon avec cuisine ouverte,   une chambre à coucher spacieuse avec placard,   une salle de bain,  un jardin privatif,  un garage avec commande,  climatiseurs, chauffage central et système d'alarme  loyer 660 dinars  y compris frais de syndic ( non négociable).  courtiers s'abstenir  disponible de suite",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831750
1553,2018-07-16T12:56:55,Tunisie-annonce TN,2808223,Appartement,Pour vacanciers à sahloul,"Tunisie,Sousse,Sousse Jaouhara,Sahloul",120,m²,4.0,,100.0,pour vacanciers un appartement climatisé et bien meublé à sahloul  loyer par nuitée 80 dinars   veuillez contacter mr atallah 94 340 222/ mlle moufida 52 184 433.,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2808223
1554,2018-07-16T12:56:53,Tunisie-annonce TN,2831271,Maison,2 maison pied dans l'eaux fatha,"Tunisie,Nabeul,Kelibia,Kelibia",,m²,,,2500.0,"2 maison pied dans l'eaux fatha  s+4  et  s+2  maison still arabesque pieds dans l'eau à coté de fathet chkilia route el mansoura sous le fort de kélibia et à coté les bons lieux de plage el mansoura,accès privé sur une voie.vue magnifique sur la mer pour un ambiance extra avec vos amis ou votre famille.très belle maison de vacances ouvrant sur la mer avec accès direct.l'ensemble est situé sur un vaste terrasse de 200 m². la maison comprend un salon  équipé(plasma..)+ deux chambres à coucher+cuisine( gaz, vaisselles..)+ salle de bain et un douche au terrasse+abri voiture pour 2 ou 3 voitures.   maison s+4 très belle maison de vacances ouvrant sur la mer avec accès direct.l'ensemble est situé sur un vaste terrasse de 150 m². la maison comprend deux salons bien équipé(salon 7 places + salon 4 places)+ deux chambres à coucher(lit deux places) et l'autre chambre (3 lits une place)+cuisine( gaz, vaisselles..)+ salle de bin (chauffe bain )et une douche au terrasse. profitez et réservez dés maintenant pour la saison d été. là ou vous aurez le beau temps plus des photos   sur mon email",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831271
1556,2018-07-16T12:56:46,Tayara TN,ed5ea97e-3a2d-44d5-8ff5-ae41f57c3dd5,Appartement,Location Appartement Neuf,"Mahdia, Chebba",Appartements,m²,2.0,,110.0,Appartement meublé porche plage essor la chebba neuf meublé avec goût,https://www.tayara.tn/listings/appartements-2/ed5ea97e-3a2d-44d5-8ff5-ae41f57c3dd5/location-appartement-neuf
1558,2018-07-16T12:56:43,Tunisie-annonce TN,2810385,Maison,Maison pieds dans l'eaux fataha chakilia,"Tunisie,Nabeul,Kelibia,Kelibia",200,m²,,,1200.0,maison pieds dans l'eaux s+4 sous le fort de kélibia et à coté les bons lieux de plage el mansoura.vue magnifique sur la mer pour un ambiance extra avec vos amis ou votre famille.très belle maison de vacances ouvrant sur la mer,http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2810385
1560,2018-07-16T12:56:40,Tayara TN,ed575f5f-eef9-4a93-9365-19613b4b807e,Appartement,Dar Méuble 4 Chambres Tirace /Balcon Pour Fille Ykraw Wala Ye5Dmo Fy Zone Calme,"Ariana, Ghazela",Appartements,m²,4.0,,170.0,dar méuble 4 chambres tirace /balcon pour fille ykraw wala ye5dmo fy zone calme dar feha kol chy ('télé.gaz.wifi.....) contacter 93812722 ariana /gazella /a la proximité de foyer babel,https://www.tayara.tn/listings/appartements-2/ed575f5f-eef9-4a93-9365-19613b4b807e/dar-méuble-4-chambres-tirace-balcon-pour-fille-ykraw-wala-ye5dmo-fy-zone-calme
1561,2018-07-16T12:56:38,Tunisie-annonce TN,2831767,Maison,Studio meublé ou sans meuble,"Tunisie,Tunis,El Omrane Superieur,El Omrane Superieur",60,m²,,,350.0,"a louer un studio 2 pièces (2 lit, armoire, table de nuit, tv, un banc, tapis) + une cuisine salle a mangé (table, chaises, réfrigérateur) + séchoir + douche-toilette.    le studio est situé dans une grande villa sécurisé. elle se trouve dans un quartier calme et proche de toutes commodités  prix meublé : 350dt  prix sans meuble : 250dt",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2831767
1563,2018-07-16T12:56:34,Tayara TN,ec9065a2-901b-4cbd-bd6f-5846a34ce55d,Appartement,Appartement S+3 Avec Terrasse,"Tunis, L'aouina",Appartements,m²,3.0,,1000.0,"?À louer: ?Appartement S+3 ?Emplacement : Cité wahat ?Superficie : 200m². ?Typologie : S+3. ?Composition : ??Salon avec balcon. ??Cuisine équipée . *trois chambres à coucher ??Salle de bain. * salle d'eau * terrasse de superficie 80m2 ??Chauffage central. ??Prix : 1000 Dinars?? Pour plus d'Informations, veuillez contacter le 21 330 725",https://www.tayara.tn/listings/appartements-2/ec9065a2-901b-4cbd-bd6f-5846a34ce55d/appartement-s+3-avec-terrasse
1565,2018-07-16T12:56:32,Tunisie-annonce TN,2595776,Maison,Villa dar allouche 900,"Tunisie,Nabeul,Kelibia,Dar Allouche",120,m²,,,900.0,"sté bn ammar met en location d'été une maison  (s+3), à plage dar allouche ,  kélibia , 2ème degré sur la plage , équipé de toutes les instructions nécessaires .. prix : 900 dt /semaine . pour plus de renseignements contacter : 21 680 406 - 98 512 755",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2595776
1567,2018-07-16T12:56:28,Tunisie-annonce TN,2807763,Appartement,Appartement meublé et climatisé,"Tunisie,Sousse,Sousse Jaouhara,Sahloul",100,m²,3.0,,100.0,"à louer un appartement meublé et climatisé à sahloul  l'appartement possède une pièce à vivre,deux chambres,une cuisine et une salle de bains  loyer par nuitée 80 dinars .  pour plus d'infos veuillez contacter mr atallah 94 340 222/mlle moufida 52 184 433.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2807763
1568,2018-07-16T12:56:28,Tunisie-annonce TN,2663027,Appartement,Appartement corniche nabeul 004l,"Tunisie,Nabeul,Nabeul,Nabeul",70,m²,2.0,,1150.0,"agence immobilière 3m met en location à l'année, un appartement tout neuf haut standing s+1 au 3 ème étage d'une surface de 70 m², près de la plage et avec une vue sur mer dans une nouvelle résidence à corniche nabeul.  prix de location avec meuble: 950 dt/mois.  prix de location sans meuble: 850 dt/mois.réf 004l.  pour plus de renseignements, merci de nous contacter.",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2663027
1569,2018-07-16T12:56:27,Tayara TN,ec7c182c-0611-4e2c-a740-dfe0ee8f0968,Appartement,A Louer S+2 Resi Zeyetine Ain Zagouane,"Tunis, Tunis",Appartements,m²,2.0,,1.0,A louer un S+2 état presque neuf à cité zeyetine côté Monoprix. Pour plus d'info contacter le 94850101 Ou 98269922.,https://www.tayara.tn/listings/appartements-2/ec7c182c-0611-4e2c-a740-dfe0ee8f0968/a-louer-s+2-resi-zeyetine-ain-zagouane
1571,2018-07-16T12:56:21,Tayara TN,ec7050c6-675c-4958-8c39-ef677fb23406,Appartement,S+1 Très Haut Standing Jardins De L'Aouina,"Tunis, L'aouina",Appartements,m²,1.0,,850.0,"notre agence met en location un Appartement Un appartement (S+1) de 75m2 à jardins de l’ Aouina. Dans une résidence R+2 de très haut standing construite en 2018, l'appartement au premier étage n'est jamais habité. Emplacement de la résidence : 3min de les Berges du Lac 6min de la Marsa 10 min du centre ville Toutes les commodités sont à deux pas : grande surfaces commerciales, jardins d'enfants, écoles, cafés, mosquée…. Description : Chauffage central Deux climatiseurs Double ascenseur Place parking au sous sol Portes blindées et bois noble / accès par code Vidéo phone et gestion d’accès à distance Revêtement en marbre Menuiserie et volets roulant en aluminium Gaz, four et hotte pré installé Kitchenette séparée Salle de bain Balcon privatif N'hesitez pas de nous contactez par télephone : 93.937.763/29.561599 Nous sommes à votre service Visite du bien Par RDV",https://www.tayara.tn/listings/appartements-2/ec7050c6-675c-4958-8c39-ef677fb23406/s+1-très-haut-standing-jardins-de-l'aouina
1574,2018-07-16T12:56:15,Tunisie-annonce TN,2815985,Appartement,Penthouse s2 à ain zaghouen nord,"Tunisie,Tunis,Ain Zaghouan,Ain Zaghouan",42,m²,2.0,,1800.0,"a louer, penthouse s2 d'une nouvelle résidence de 8 étages.  l'appartement dispose d'un grand salon gorgé de lumière avec baies vitrées ouvrant sur une grande terrasse, d'une cuisine dînatoire équipée (hotte, plaque et four) avec séchoir et d'une salle d'eau invités. une porte nous mène vers la partie nuit, avec un couloir avec rangements, de deux chambres avec dressing-room mural avec baies vitrées ouvrant également sur la terrasse et d'une salle de bain.  l'appartement dispose du chauffage central, d'un climatiseur dans chaque pièce d'une place de parking au sous-sol ainsi qu'une terrasse de 42m2 avec une vue imprenable de 180 sur sidi bou said, les berges du lac 2 et la baie de tunis.  loyer vide : 1800dt/mois avec possibilité de le louer meublé moyennant un sus. pour plus d'informations veuillez contacter votre conseiller kaiss slama au 20 318 250",http://www.tunisie-annonce.com/DetailsAnnonceImmobilier.asp?cod_ann=2815985
